2024_10_05,Hydro water reservoir,0.0020737385
2024_10_05,Biomass,0.12229028
2024_10_05,Wind offshore,0.015806228
2024_10_05,Wind onshore,0.08862821
2024_10_05,Solar,0.16336718
2024_10_05,Geothermal,0.0004460949
2024_10_05,Fossil brown coal / lignite,0.31261608
2024_10_05,Fossil hard coal,0.07977865
2024_10_05,Fossil oil,0.009187143
2024_10_05,Fossil gas,0.085927516
2024_10_05,Others,0.005087893
2024_10_05,Waste non-renewable,0.018446628
2024_10_04,Waste renewable,0.014604474
2024_10_04,Hydro Run-of-River,0.06851444
2024_10_04,Hydro water reservoir,0.0039007019
2024_10_04,Biomass,0.1045985
2024_10_04,Wind offshore,0.009365802
2024_10_04,Wind onshore,0.17985426
2024_10_04,Solar,0.11889421
2024_10_04,Geothermal,0.00038080732
2024_10_04,Fossil brown coal / lignite,0.28110784
2024_10_04,Fossil hard coal,0.098093905
2024_10_04,Fossil oil,0.007914617
2024_10_04,Fossil gas,0.091980405
2024_10_04,Others,0.004497643
2024_10_04,Waste non-renewable,0.016292378
2024_10_03,Waste renewable,0.013426771
2024_10_03,Hydro Run-of-River,0.065506674
2024_10_03,Hydro water reservoir,0.0028350952
2024_10_03,Biomass,0.09765106
2024_10_03,Wind offshore,0.08315614
2024_10_03,Wind onshore,0.2652112
2024_10_03,Solar,0.09744142
2024_10_03,Geothermal,0.000369361
2024_10_03,Fossil brown coal / lignite,0.24526568
2024_10_03,Fossil hard coal,0.037505113
2024_10_03,Fossil oil,0.008115959
2024_10_03,Fossil gas,0.06437862
2024_10_03,Others,0.004162798
2024_10_03,Waste non-renewable,0.014974094
2024_10_02,Waste renewable,0.012061269
2024_10_02,Hydro Run-of-River,0.057251643
2024_10_02,Hydro water reservoir,0.0026870896
2024_10_02,Biomass,0.08717724
2024_10_02,Wind offshore,0.1163151
2024_10_02,Wind onshore,0.19597374
2024_10_02,Solar,0.0852779
2024_10_02,Geothermal,0.0003238512
2024_10_02,Fossil brown coal / lignite,0.22807004
2024_10_02,Fossil hard coal,0.09837199
2024_10_02,Fossil oil,0.007352297
2024_10_02,Fossil gas,0.09189496
2024_10_02,Others,0.0037899343
2024_10_02,Waste non-renewable,0.013452954
2024_10_01,Waste renewable,0.011229811
2024_10_01,Hydro Run-of-River,0.053305853
2024_10_01,Hydro water reservoir,0.00397039
2024_10_01,Biomass,0.08420255
2024_10_01,Wind offshore,0.10197678
2024_10_01,Wind onshore,0.3337399
2024_10_01,Solar,0.09348923
2024_10_01,Geothermal,0.00031123823
2024_10_01,Fossil brown coal / lignite,0.16098587
2024_10_01,Fossil hard coal,0.06702557
2024_10_01,Fossil oil,0.006855652
2024_10_01,Fossil gas,0.06727793
2024_10_01,Others,0.0031039703
2024_10_01,Waste non-renewable,0.012525235
2024_09_30,Waste renewable,0.01030832
2024_09_30,Hydro Run-of-River,0.050727174
2024_09_30,Hydro water reservoir,0.0010083383
2024_09_30,Biomass,0.077261984
2024_09_30,Wind offshore,0.06047703
2024_09_30,Wind onshore,0.43341485
2024_09_30,Solar,0.1220322
2024_09_30,Geothermal,0.00030250146
2024_09_30,Fossil brown coal / lignite,0.107659504
2024_09_30,Fossil hard coal,0.042195078
2024_09_30,Fossil oil,0.0072600353
2024_09_30,Fossil gas,0.073081255
2024_09_30,Others,0.002769052
2024_09_30,Waste non-renewable,0.011502813
2024_09_29,Waste renewable,0.015164872
2024_09_29,Hydro Run-of-River,0.076389365
2024_09_29,Hydro water reservoir,0.0012543225
2024_09_29,Biomass,0.11294552
2024_09_29,Wind offshore,0.06401565
2024_09_29,Wind onshore,0.19237466
2024_09_29,Solar,0.2628427
2024_09_29,Geothermal,0.0004407079
2024_09_29,Fossil brown coal / lignite,0.14430359
2024_09_29,Fossil hard coal,0.041155335
2024_09_29,Fossil oil,0.009300066
2024_09_29,Fossil gas,0.058399446
2024_09_29,Others,0.0044974806
2024_09_29,Waste non-renewable,0.016916404
2024_09_28,Waste renewable,0.011796155
2024_09_28,Hydro Run-of-River,0.05861269
