Timestamp,Grid emission factor,Total conventional power plant,Total electricity demand,Total grid emissions
2018-10-01T00:00:00,537.211,43.289,52.442,29973.883
2018-10-01T01:00:00,535.14,43.165,52.009,29847.622
2018-10-01T02:00:00,534.424,43.317,51.341,29873.085
2018-10-01T03:00:00,536.03,43.292,53.145,30124.96
2018-10-01T04:00:00,530.868,43.462,54.961,30367.447
2018-10-01T05:00:00,532.805,45.764,56.049,32110.29
2018-10-01T06:00:00,522.989,49.418,64.503,34328.277
2018-10-01T07:00:00,495.241,55.488,69.596,36135.569
2018-10-01T08:00:00,475.349,56.362,71.977,36200.586
2018-10-01T09:00:00,457.29,55.852,72.953,35950.521
2018-10-01T10:00:00,444.439,52.775,73.5,35373.034
2018-10-01T11:00:00,420.984,49.393,75.165,33944.919
2018-10-01T12:00:00,390.842,45.318,72.938,31111.056
2018-10-01T13:00:00,378.678,44.048,72.165,30330.908
2018-10-01T14:00:00,367.745,42.792,72.356,29622.354
2018-10-01T15:00:00,367.147,42.123,70.708,28964.859
2018-10-01T16:00:00,379.826,43.448,69.892,29521.21
2018-10-01T17:00:00,409.642,46.003,69.189,31299.445
2018-10-01T18:00:00,438.732,48.641,69.051,32772.612
2018-10-01T19:00:00,431.187,51.913,71.316,33261.228
2018-10-01T20:00:00,437.746,49.27,68.299,32892.132
2018-10-01T21:00:00,439.029,46.31,64.802,31645.71
2018-10-01T22:00:00,434.623,43.933,61.783,29961.438
2018-10-01T23:00:00,425.408,41.168,59.012,27984.162
2018-10-02T00:00:00,429.553,40.068,55.8,27491.431
2018-10-02T01:00:00,429.005,39.593,54.41,26932.928
2018-10-02T02:00:00,433.13,39.703,55.237,27121.795
2018-10-02T03:00:00,425.41,39.494,57.385,26938.97
2018-10-02T04:00:00,417.61,39.94,58.268,27190.096
2018-10-02T05:00:00,415.375,41.381,61.016,28267.264
2018-10-02T06:00:00,405.506,44.637,66.42,29580.533
2018-10-02T07:00:00,390.095,47.824,71.992,30387.025
2018-10-02T08:00:00,364.915,47.631,73.634,29437.553
2018-10-02T09:00:00,345.475,43.977,74.437,28154.468
2018-10-02T10:00:00,322.394,42.054,75.945,27401.472
2018-10-02T11:00:00,299.857,39.253,78.189,26161.271
2018-10-02T12:00:00,267.976,36.19,77.516,23261.697
2018-10-02T13:00:00,261.591,35.706,77.224,22624.241
2018-10-02T14:00:00,260.406,35.357,76.262,22377.37
2018-10-02T15:00:00,265.479,35.154,74.692,22289.458
2018-10-02T16:00:00,270.215,35.073,73.586,22274.473
2018-10-02T17:00:00,280.365,35.729,72.023,22714.288
2018-10-02T18:00:00,274.541,37.324,72.021,22201.064
2018-10-02T19:00:00,272.514,38.505,72.605,22123.917
2018-10-02T20:00:00,272.399,36.102,69.493,21422.437
2018-10-02T21:00:00,269.052,33.112,66.453,20369.575
2018-10-02T22:00:00,257.748,30.673,63.243,18640.534
2018-10-02T23:00:00,231.314,27.562,60.303,16042.915
2018-10-03T00:00:00,213.162,25.444,58.133,14341.522
2018-10-03T01:00:00,211.118,25.318,57.784,14161.428
2018-10-03T02:00:00,208.054,24.899,57.347,13948.738
2018-10-03T03:00:00,208.77,25.23,56.433,13938.561
2018-10-03T04:00:00,210.937,25.248,56.651,14035.311
2018-10-03T05:00:00,212.6,25.381,55.015,14051.154
2018-10-03T06:00:00,212.871,25.239,55.403,14100.86
2018-10-03T07:00:00,217.022,25.509,54.902,14246.409
2018-10-03T08:00:00,220.713,26.259,55.921,14632.919
2018-10-03T09:00:00,220.98,27.986,59.676,15508.927
2018-10-03T10:00:00,206.225,28.132,62.726,15182.815
2018-10-03T11:00:00,204.969,27.081,65.249,15554.147
2018-10-03T12:00:00,196.447,24.969,64.635,14808.529
2018-10-03T13:00:00,193.791,24.768,64.632,14588.767
2018-10-03T14:00:00,197.777,24.843,64.242,14746.49
2018-10-03T15:00:00,209.165,24.879,61.358,14889.584
2018-10-03T16:00:00,252.337,27.931,58.001,17201.462
2018-10-03T17:00:00,325.188,33.621,57.135,21696.66
2018-10-03T18:00:00,387.153,38.465,58.543,25071.931
2018-10-03T19:00:00,404.467,42.683,60.235,26804.542
2018-10-03T20:00:00,415.383,42.659,59.153,27073.805
2018-10-03T21:00:00,419.971,41.649,57.427,26802.605
2018-10-03T22:00:00,423.299,41.093,56.597,26604.175
2018-10-03T23:00:00,435.624,40.289,53.421,26451.291
2018-10-04T00:00:00,445.857,40.801,51.962,26745.28
2018-10-04T01:00:00,451.15,40.4,51.72,26643.571
2018-10-04T02:00:00,457.738,40.881,51.698,26983.401
2018-10-04T03:00:00,471.0,42.717,52.117,28408.332
2018-10-04T04:00:00,479.036,44.208,53.836,29707.138
2018-10-04T05:00:00,494.128,47.138,56.747,31776.85
2018-10-04T06:00:00,495.3,52.409,64.256,34451.923
2018-10-04T07:00:00,473.859,57.586,69.904,35405.726
2018-10-04T08:00:00,465.619,58.567,71.821,35962.308
2018-10-04T09:00:00,456.256,57.136,72.103,36031.222
2018-10-04T10:00:00,447.833,53.799,72.642,35794.965
2018-10-04T11:00:00,429.712,52.794,71.544,35386.499
2018-10-04T12:00:00,415.637,50.184,69.891,34247.441
2018-10-04T13:00:00,407.85,48.843,70.643,33648.173
2018-10-04T14:00:00,412.016,48.852,70.241,33746.923
2018-10-04T15:00:00,431.115,49.546,68.353,34263.276
2018-10-04T16:00:00,463.074,50.364,67.395,34961.166
2018-10-04T17:00:00,492.596,52.364,66.542,35347.825
2018-10-04T18:00:00,506.663,55.984,67.734,36072.183
2018-10-04T19:00:00,495.679,57.763,70.388,36166.07
2018-10-04T20:00:00,504.615,55.212,68.903,35982.455
2018-10-04T21:00:00,510.54,53.038,64.649,35628.109
2018-10-04T22:00:00,509.173,49.061,60.995,33916.457
2018-10-04T23:00:00,489.909,46.692,59.564,32183.674
2018-10-05T00:00:00,473.296,44.444,58.225,30483.986
2018-10-05T01:00:00,465.635,44.104,57.764,30088.725
2018-10-05T02:00:00,463.657,43.591,57.64,29684.232
2018-10-05T03:00:00,463.097,43.129,58.034,29410.541
2018-10-05T04:00:00,469.992,43.834,58.411,29992.74
2018-10-05T05:00:00,485.515,46.143,59.363,31757.511
2018-10-05T06:00:00,491.698,49.939,64.389,33544.404
2018-10-05T07:00:00,470.878,53.384,68.52,33806.472
2018-10-05T08:00:00,446.498,54.663,70.988,34238.819
2018-10-05T09:00:00,427.435,51.426,70.731,33788.055
2018-10-05T10:00:00,404.061,48.928,71.589,32746.229
2018-10-05T11:00:00,379.6,45.349,71.522,30912.265
2018-10-05T12:00:00,360.984,43.301,71.285,29630.351
2018-10-05T13:00:00,352.12,42.427,70.822,28753.308
2018-10-05T14:00:00,365.505,42.762,70.205,29163.474
2018-10-05T15:00:00,399.227,44.403,68.428,30672.454
2018-10-05T16:00:00,453.214,48.48,66.242,33544.129
2018-10-05T17:00:00,500.996,52.099,65.387,35006.749
2018-10-05T18:00:00,513.29,55.911,64.957,35570.588
2018-10-05T19:00:00,511.758,54.525,67.267,35667.487
2018-10-05T20:00:00,500.653,53.699,65.858,35608.866
2018-10-05T21:00:00,493.163,49.386,63.116,33739.217
2018-10-05T22:00:00,478.308,46.533,59.356,31624.159
2018-10-05T23:00:00,465.463,45.867,55.677,30327.06
2018-10-06T00:00:00,469.874,43.194,52.7,28772.102
2018-10-06T01:00:00,472.904,42.397,50.955,28121.229
2018-10-06T02:00:00,476.411,42.019,50.323,27878.966
2018-10-06T03:00:00,481.665,41.994,50.298,27777.449
2018-10-06T04:00:00,489.268,42.452,50.737,28073.235
2018-10-06T05:00:00,499.803,43.789,50.956,29108.605
2018-10-06T06:00:00,500.789,45.654,52.483,30104.764
2018-10-06T07:00:00,495.108,46.647,54.968,30604.035
2018-10-06T08:00:00,466.72,46.564,58.409,30498.201
2018-10-06T09:00:00,430.851,45.997,60.156,30185.403
2018-10-06T10:00:00,414.48,44.541,61.955,29908.467
2018-10-06T11:00:00,394.707,43.981,62.002,29410.128
2018-10-06T12:00:00,385.395,42.938,61.986,28922.87
2018-10-06T13:00:00,384.584,41.686,61.598,28400.522
2018-10-06T14:00:00,396.424,41.611,60.706,28403.218
2018-10-06T15:00:00,420.83,41.938,58.087,28656.626
2018-10-06T16:00:00,456.114,43.234,56.013,29085.2
2018-10-06T17:00:00,489.71,45.224,55.684,29427.967
2018-10-06T18:00:00,507.943,45.864,56.745,29655.685
2018-10-06T19:00:00,491.781,46.725,59.178,29723.326
2018-10-06T20:00:00,474.025,45.097,56.649,29297.284
2018-10-06T21:00:00,464.713,43.319,55.02,28522.032
2018-10-06T22:00:00,450.974,41.517,52.808,27262.893
2018-10-06T23:00:00,428.863,37.787,50.61,24772.382
2018-10-07T00:00:00,413.681,35.775,48.356,23244.726
2018-10-07T01:00:00,407.548,35.154,48.124,22766.714
2018-10-07T02:00:00,396.168,34.139,50.586,22083.89
2018-10-07T03:00:00,389.524,33.506,50.722,21639.143
2018-10-07T04:00:00,386.318,33.458,51.328,21716.953
2018-10-07T05:00:00,388.159,33.919,51.157,21964.268
2018-10-07T06:00:00,394.874,34.572,50.14,22528.86
2018-10-07T07:00:00,402.526,35.444,51.06,23282.946
2018-10-07T08:00:00,400.289,35.849,51.264,23490.088
2018-10-07T09:00:00,391.738,35.797,52.066,23972.458
2018-10-07T10:00:00,365.989,35.005,54.255,23296.721
2018-10-07T11:00:00,345.481,34.6,55.609,22767.074
2018-10-07T12:00:00,341.451,34.831,54.744,22578.308
2018-10-07T13:00:00,345.868,33.864,52.999,22117.552
2018-10-07T14:00:00,361.783,33.686,51.912,21997.504
2018-10-07T15:00:00,399.754,35.726,51.997,23722.161
2018-10-07T16:00:00,455.903,39.096,51.941,26290.29
2018-10-07T17:00:00,506.074,43.59,53.321,28881.621
2018-10-07T18:00:00,524.737,48.562,55.16,30828.14
2018-10-07T19:00:00,508.733,50.834,56.821,31171.485
2018-10-07T20:00:00,511.194,50.708,54.648,31380.271
2018-10-07T21:00:00,531.623,49.788,53.727,32205.671
2018-10-07T22:00:00,540.425,49.284,53.014,32580.771
2018-10-07T23:00:00,540.277,45.973,51.38,31380.117
2018-10-08T00:00:00,524.66,43.543,51.588,29716.441
2018-10-08T01:00:00,515.765,43.33,52.155,29509.796
2018-10-08T02:00:00,513.808,43.316,52.535,29583.034
2018-10-08T03:00:00,511.565,43.649,53.577,29773.843
2018-10-08T04:00:00,508.17,44.171,55.613,30133.646
2018-10-08T05:00:00,509.235,46.445,57.291,31715.747
2018-10-08T06:00:00,496.937,50.011,64.596,33254.747
2018-10-08T07:00:00,476.594,54.353,70.041,34195.454
2018-10-08T08:00:00,453.86,56.237,72.807,34594.569
2018-10-08T09:00:00,433.404,55.783,72.998,34514.668
2018-10-08T10:00:00,428.783,53.844,73.354,34643.488
2018-10-08T11:00:00,413.358,50.281,73.298,33295.196
2018-10-08T12:00:00,394.273,47.292,72.657,31725.175
2018-10-08T13:00:00,387.016,46.991,73.052,31581.226
2018-10-08T14:00:00,396.393,47.814,73.68,32216.722
2018-10-08T15:00:00,419.742,48.921,70.644,33200.581
2018-10-08T16:00:00,460.483,50.007,67.71,33999.173
2018-10-08T17:00:00,488.723,52.195,67.572,33997.396
2018-10-08T18:00:00,503.732,54.626,69.919,34666.853
2018-10-08T19:00:00,484.805,57.899,72.608,35185.439
2018-10-08T20:00:00,493.044,56.313,69.499,35109.25
2018-10-08T21:00:00,508.9,53.429,65.695,34803.087
2018-10-08T22:00:00,517.135,51.948,61.517,34453.102
2018-10-08T23:00:00,518.941,49.271,57.8,33058.678
2018-10-09T00:00:00,511.447,47.735,55.899,31682.452
2018-10-09T01:00:00,515.854,47.55,55.736,31551.812
2018-10-09T02:00:00,520.67,47.551,55.768,31645.775
2018-10-09T03:00:00,523.764,48.354,57.838,32305.262
2018-10-09T04:00:00,525.65,48.958,58.918,32730.333
2018-10-09T05:00:00,529.958,50.052,60.163,33613.642
2018-10-09T06:00:00,519.577,52.755,65.104,34707.939
2018-10-09T07:00:00,494.015,57.889,71.162,35918.023
2018-10-09T08:00:00,478.398,57.81,73.255,35948.936
2018-10-09T09:00:00,463.308,56.093,73.85,36052.355
2018-10-09T10:00:00,442.279,55.21,75.228,35847.657
2018-10-09T11:00:00,425.852,53.56,75.016,35290.742
2018-10-09T12:00:00,415.066,50.588,74.879,34382.925
2018-10-09T13:00:00,406.291,49.793,74.936,33745.271
2018-10-09T14:00:00,417.604,51.169,73.27,34611.828
2018-10-09T15:00:00,441.737,52.095,71.544,35278.763
2018-10-09T16:00:00,479.271,52.425,70.284,35612.835
2018-10-09T17:00:00,520.846,55.006,69.648,36870.828
2018-10-09T18:00:00,535.266,57.602,69.904,37515.969
2018-10-09T19:00:00,521.087,59.735,71.811,37722.24
2018-10-09T20:00:00,535.086,57.135,68.312,37669.801
2018-10-09T21:00:00,545.984,54.737,65.547,37407.875
2018-10-09T22:00:00,540.107,53.43,61.414,36410.042
2018-10-09T23:00:00,542.848,51.513,57.75,35315.98
2018-10-10T00:00:00,549.66,49.469,55.598,34159.611
2018-10-10T01:00:00,555.471,48.637,55.918,33587.982
2018-10-10T02:00:00,561.753,48.073,55.938,33080.778
2018-10-10T03:00:00,565.178,48.175,57.015,32892.536
2018-10-10T04:00:00,573.451,49.68,57.977,33923.236
2018-10-10T05:00:00,579.843,51.504,57.649,35310.564
2018-10-10T06:00:00,569.54,54.531,64.695,36737.559
2018-10-10T07:00:00,539.658,58.468,70.272,37357.178
2018-10-10T08:00:00,518.632,58.926,72.732,37790.908
2018-10-10T09:00:00,485.251,57.741,73.728,37609.396
2018-10-10T10:00:00,457.878,55.846,73.888,37155.693
2018-10-10T11:00:00,434.95,54.151,74.941,36399.421
2018-10-10T12:00:00,411.977,49.495,73.262,34223.785
2018-10-10T13:00:00,397.532,47.545,73.51,33122.455
2018-10-10T14:00:00,397.878,46.976,72.017,32674.696
2018-10-10T15:00:00,413.556,48.215,71.185,33384.438
2018-10-10T16:00:00,438.297,50.247,68.822,34281.564
2018-10-10T17:00:00,474.636,52.17,68.031,35399.279
2018-10-10T18:00:00,472.463,52.559,68.568,35639.893
2018-10-10T19:00:00,437.082,51.334,72.887,35033.972
2018-10-10T20:00:00,414.024,46.981,70.817,32600.56
2018-10-10T21:00:00,395.13,42.795,66.529,29776.968
2018-10-10T22:00:00,385.78,40.563,63.448,27977.018
2018-10-10T23:00:00,379.438,38.74,61.007,26572.279
2018-10-11T00:00:00,378.499,37.631,59.41,25730.591
2018-10-11T01:00:00,378.299,37.297,59.096,25453.739
2018-10-11T02:00:00,379.388,36.798,58.111,25062.316
2018-10-11T03:00:00,382.584,37.302,58.354,25331.94
2018-10-11T04:00:00,391.544,38.542,59.944,26240.945
2018-10-11T05:00:00,407.855,41.25,61.532,28274.999
2018-10-11T06:00:00,419.442,45.219,67.806,30816.689
2018-10-11T07:00:00,428.378,48.479,71.295,32498.521
2018-10-11T08:00:00,418.507,49.752,73.767,33253.767
2018-10-11T09:00:00,405.17,48.584,74.459,33036.249
2018-10-11T10:00:00,399.984,47.498,75.5,33085.886
2018-10-11T11:00:00,381.809,45.641,76.118,31784.071
2018-10-11T12:00:00,368.743,43.874,75.202,30512.97
2018-10-11T13:00:00,372.331,44.505,74.263,30575.489
2018-10-11T14:00:00,394.929,45.605,74.218,31711.52
2018-10-11T15:00:00,423.087,46.706,72.421,32774.12
2018-10-11T16:00:00,458.203,48.38,69.99,33832.338
2018-10-11T17:00:00,487.367,51.883,69.222,35105.804
2018-10-11T18:00:00,486.475,53.568,70.26,35709.442
2018-10-11T19:00:00,462.373,53.148,72.801,35243.562
2018-10-11T20:00:00,457.461,48.623,68.952,33723.675
2018-10-11T21:00:00,442.313,44.89,65.247,31223.431
2018-10-11T22:00:00,439.811,42.827,62.668,30039.853
2018-10-11T23:00:00,436.749,41.074,60.414,28884.286
2018-10-12T00:00:00,427.875,39.617,58.208,27581.376
2018-10-12T01:00:00,426.073,39.943,57.131,27617.172
2018-10-12T02:00:00,425.504,39.735,57.812,27503.694
2018-10-12T03:00:00,425.498,39.193,58.166,27150.858
2018-10-12T04:00:00,428.571,39.495,57.826,27291.673
2018-10-12T05:00:00,443.084,42.373,60.61,29366.602
2018-10-12T06:00:00,450.624,49.453,67.084,33180.233
2018-10-12T07:00:00,451.963,54.022,72.343,35304.95
2018-10-12T08:00:00,443.846,53.445,73.879,35323.817
2018-10-12T09:00:00,424.288,51.142,73.706,34499.315
2018-10-12T10:00:00,415.376,50.178,74.906,34418.867
2018-10-12T11:00:00,399.3,49.064,76.193,33981.401
2018-10-12T12:00:00,380.511,46.673,74.863,32311.152
2018-10-12T13:00:00,377.667,45.866,73.591,31823.347
2018-10-12T14:00:00,385.959,45.334,71.505,31556.535
2018-10-12T15:00:00,411.032,46.496,69.487,32229.477
2018-10-12T16:00:00,451.244,49.215,67.145,33457.212
2018-10-12T17:00:00,486.146,52.125,65.213,33657.705
2018-10-12T18:00:00,489.759,53.678,65.554,33814.9
2018-10-12T19:00:00,473.34,52.326,68.429,33584.541
2018-10-12T20:00:00,456.496,49.53,66.025,32834.128
2018-10-12T21:00:00,445.917,44.659,62.857,30836.008
2018-10-12T22:00:00,434.531,42.621,59.669,29146.632
2018-10-12T23:00:00,422.544,38.635,56.678,26732.071
2018-10-13T00:00:00,421.074,37.724,54.087,26127.926
2018-10-13T01:00:00,430.845,37.594,53.165,26237.031
2018-10-13T02:00:00,433.612,37.023,52.416,25786.576
2018-10-13T03:00:00,436.1,36.784,52.073,25505.315
2018-10-13T04:00:00,440.483,36.565,51.809,25266.584
2018-10-13T05:00:00,445.025,36.17,50.103,25062.949
2018-10-13T06:00:00,441.386,37.383,51.472,25456.281
2018-10-13T07:00:00,433.142,39.119,54.287,25868.125
2018-10-13T08:00:00,410.251,39.399,57.361,25993.522
2018-10-13T09:00:00,378.93,38.437,60.272,25899.6
2018-10-13T10:00:00,360.764,36.231,61.744,25079.71
2018-10-13T11:00:00,338.437,34.77,62.129,23986.557
2018-10-13T12:00:00,319.77,33.384,61.96,22880.752
2018-10-13T13:00:00,309.06,32.363,61.763,22123.353
2018-10-13T14:00:00,313.2,32.136,61.274,22087.302
2018-10-13T15:00:00,337.981,32.879,58.852,22802.952
2018-10-13T16:00:00,376.531,35.263,56.172,23931.897
2018-10-13T17:00:00,403.98,37.749,55.613,23843.313
2018-10-13T18:00:00,389.227,40.52,56.859,24222.611
2018-10-13T19:00:00,365.714,38.592,60.514,24125.421
2018-10-13T20:00:00,351.673,34.31,58.464,22818.779
2018-10-13T21:00:00,339.491,33.02,56.659,21965.065
2018-10-13T22:00:00,330.852,31.693,54.767,20645.089
2018-10-13T23:00:00,322.769,30.918,53.159,19492.631
2018-10-14T00:00:00,323.405,30.205,50.655,18843.21
2018-10-14T01:00:00,324.376,29.932,50.566,18555.618
2018-10-14T02:00:00,323.301,29.715,49.908,18254.59
2018-10-14T03:00:00,304.802,28.309,49.606,16696.804
2018-10-14T04:00:00,300.691,28.135,49.673,16308.428
2018-10-14T05:00:00,300.568,28.085,49.822,16236.715
2018-10-14T06:00:00,299.774,28.269,49.232,16325.929
2018-10-14T07:00:00,318.647,30.235,48.717,17921.183
2018-10-14T08:00:00,312.345,30.701,51.214,18309.389
2018-10-14T09:00:00,297.445,31.103,53.726,18733.583
2018-10-14T10:00:00,287.959,30.446,55.267,18893.562
2018-10-14T11:00:00,272.196,29.591,57.106,18585.716
2018-10-14T12:00:00,245.057,28.029,57.867,17038.216
2018-10-14T13:00:00,226.587,26.836,60.308,15812.443
2018-10-14T14:00:00,222.045,26.045,59.252,15061.022
2018-10-14T15:00:00,240.3,26.625,57.551,15763.839
2018-10-14T16:00:00,301.607,29.923,53.85,18811.732
2018-10-14T17:00:00,377.818,36.093,53.236,22900.319
2018-10-14T18:00:00,398.477,38.883,55.83,24600.951
2018-10-14T19:00:00,374.303,39.346,57.86,24513.422
2018-10-14T20:00:00,377.064,35.59,57.234,23983.427
2018-10-14T21:00:00,372.834,34.437,56.258,23020.643
2018-10-14T22:00:00,384.931,35.0,52.644,23093.306
2018-10-14T23:00:00,397.397,34.952,50.666,23203.858
2018-10-15T00:00:00,412.208,34.843,51.178,23625.648
2018-10-15T01:00:00,422.953,35.176,50.514,23776.077
2018-10-15T02:00:00,430.928,34.953,48.766,23404.822
2018-10-15T03:00:00,448.136,35.557,48.921,23979.223
2018-10-15T04:00:00,471.808,38.077,50.735,25949.5
2018-10-15T05:00:00,500.344,42.651,55.256,29590.364
2018-10-15T06:00:00,514.272,50.543,63.082,34509.243
2018-10-15T07:00:00,516.374,55.878,68.999,37272.673
2018-10-15T08:00:00,500.251,57.138,71.233,37995.366
2018-10-15T09:00:00,481.002,54.899,72.3,37814.212
2018-10-15T10:00:00,463.433,54.038,73.866,37651.73
2018-10-15T11:00:00,445.63,53.467,74.084,37029.472
2018-10-15T12:00:00,436.118,52.966,74.203,36658.402
2018-10-15T13:00:00,439.631,53.17,74.227,36945.223
2018-10-15T14:00:00,450.47,53.3,73.532,37152.362
2018-10-15T15:00:00,475.066,54.039,70.957,37654.217
2018-10-15T16:00:00,512.107,56.057,68.661,38419.359
2018-10-15T17:00:00,540.385,58.67,67.947,38653.208
2018-10-15T18:00:00,544.347,59.705,69.492,38648.796
2018-10-15T19:00:00,532.631,60.464,70.955,38762.825
2018-10-15T20:00:00,544.433,58.016,67.007,38540.017
2018-10-15T21:00:00,556.468,56.764,63.771,38403.674
2018-10-15T22:00:00,565.169,54.598,59.661,37501.69
2018-10-15T23:00:00,569.175,52.623,55.662,36222.309
2018-10-16T00:00:00,579.131,51.176,56.858,35601.578
2018-10-16T01:00:00,583.195,50.693,56.493,35256.449
2018-10-16T02:00:00,589.431,50.707,56.034,35329.671
2018-10-16T03:00:00,592.75,50.709,56.776,35258.368
2018-10-16T04:00:00,597.931,51.039,57.125,35415.224
2018-10-16T05:00:00,599.624,53.06,58.634,36750.792
2018-10-16T06:00:00,586.429,57.304,64.477,38632.069
2018-10-16T07:00:00,557.607,61.36,70.373,39160.441
2018-10-16T08:00:00,542.928,61.1,71.803,39176.432
2018-10-16T09:00:00,513.892,59.775,71.257,39087.694
2018-10-16T10:00:00,489.975,57.569,72.275,38718.277
2018-10-16T11:00:00,470.198,56.295,73.495,38283.572
2018-10-16T12:00:00,463.939,55.705,73.881,38255.176
2018-10-16T13:00:00,464.672,55.767,74.067,38346.284
2018-10-16T14:00:00,475.848,55.814,72.352,38202.572
2018-10-16T15:00:00,504.372,55.522,69.792,38384.392
2018-10-16T16:00:00,535.468,56.621,68.175,38544.37
2018-10-16T17:00:00,568.815,58.028,67.607,38829.465
2018-10-16T18:00:00,571.932,59.844,69.203,39074.171
2018-10-16T19:00:00,560.102,61.694,70.544,39378.129
2018-10-16T20:00:00,574.876,59.691,67.712,39577.484
2018-10-16T21:00:00,586.889,57.936,64.482,39864.457
2018-10-16T22:00:00,592.174,55.879,60.834,39125.989
2018-10-16T23:00:00,591.891,53.884,58.1,38037.366
2018-10-17T00:00:00,588.909,52.615,57.258,37186.6
2018-10-17T01:00:00,583.523,51.066,55.777,35960.483
2018-10-17T02:00:00,577.633,51.176,56.943,35713.235
2018-10-17T03:00:00,579.853,51.08,57.44,35669.182
2018-10-17T04:00:00,585.079,51.793,58.601,36141.845
2018-10-17T05:00:00,588.373,53.686,59.296,37390.293
2018-10-17T06:00:00,583.608,57.716,64.765,39431.993
2018-10-17T07:00:00,571.184,60.939,70.89,40288.978
2018-10-17T08:00:00,548.167,61.127,71.697,39942.72
2018-10-17T09:00:00,520.516,58.511,72.129,39437.057
2018-10-17T10:00:00,493.074,56.343,73.006,38941.133
2018-10-17T11:00:00,464.772,54.773,73.444,37797.57
2018-10-17T12:00:00,450.996,54.43,73.996,37500.933
2018-10-17T13:00:00,450.3,54.275,73.492,37311.138
2018-10-17T14:00:00,462.552,54.432,71.128,37201.649
2018-10-17T15:00:00,493.612,55.229,69.35,37934.047
2018-10-17T16:00:00,536.011,56.911,67.166,38817.058
2018-10-17T17:00:00,577.084,59.213,67.48,39870.826
2018-10-17T18:00:00,580.684,60.556,69.047,39952.968
2018-10-17T19:00:00,566.001,61.719,70.456,39967.739
2018-10-17T20:00:00,582.958,59.475,67.045,39777.346
2018-10-17T21:00:00,601.202,57.855,64.254,39971.135
2018-10-17T22:00:00,600.67,56.39,61.276,38943.643
2018-10-17T23:00:00,593.295,54.526,57.239,37374.328
2018-10-18T00:00:00,590.762,52.262,56.207,35969.696
2018-10-18T01:00:00,587.204,51.233,57.06,35307.855
2018-10-18T02:00:00,577.939,50.106,57.107,34516.314
2018-10-18T03:00:00,564.636,49.293,58.178,33815.032
2018-10-18T04:00:00,560.136,49.507,59.094,33954.781
2018-10-18T05:00:00,564.24,51.686,60.291,35533.686
2018-10-18T06:00:00,555.948,55.51,65.4,37379.188
2018-10-18T07:00:00,534.561,59.455,70.441,38331.833
2018-10-18T08:00:00,523.936,59.439,71.964,38479.322
2018-10-18T09:00:00,500.166,58.742,71.623,38341.072
2018-10-18T10:00:00,484.221,57.313,73.262,38623.422
2018-10-18T11:00:00,466.555,55.972,75.206,38619.037
2018-10-18T12:00:00,457.834,54.503,74.798,37945.978
2018-10-18T13:00:00,456.555,53.764,74.358,37377.977
2018-10-18T14:00:00,467.726,54.075,73.175,37570.192
2018-10-18T15:00:00,489.97,54.452,71.849,37922.473
2018-10-18T16:00:00,516.407,55.284,69.362,38447.648
2018-10-18T17:00:00,540.966,56.316,68.985,38742.175
2018-10-18T18:00:00,536.894,57.995,70.398,38874.982
2018-10-18T19:00:00,523.947,58.629,71.493,38783.021
2018-10-18T20:00:00,530.007,55.814,68.573,38076.254
2018-10-18T21:00:00,530.942,54.804,65.344,37757.409
2018-10-18T22:00:00,531.425,52.584,62.75,36519.317
2018-10-18T23:00:00,531.624,50.748,59.849,35167.127
2018-10-19T00:00:00,535.701,49.436,57.897,34179.994
2018-10-19T01:00:00,540.089,49.104,56.812,33792.318
2018-10-19T02:00:00,549.249,48.296,56.426,33340.626
2018-10-19T03:00:00,559.485,48.517,56.717,33470.95
2018-10-19T04:00:00,574.275,50.23,58.476,34880.724
2018-10-19T05:00:00,582.244,53.132,59.606,36882.896
2018-10-19T06:00:00,578.562,57.938,64.706,39383.634
2018-10-19T07:00:00,562.877,60.955,70.325,39873.422
2018-10-19T08:00:00,552.604,61.318,72.042,39889.737
2018-10-19T09:00:00,536.635,60.643,72.245,40078.478
2018-10-19T10:00:00,519.593,58.269,72.81,39436.499
2018-10-19T11:00:00,495.872,56.776,72.338,38512.75
2018-10-19T12:00:00,485.528,55.136,70.991,37855.867
2018-10-19T13:00:00,486.328,54.6,70.492,37906.046
2018-10-19T14:00:00,498.172,54.918,68.822,38305.207
2018-10-19T15:00:00,521.91,55.615,67.365,38662.11
2018-10-19T16:00:00,561.034,56.355,65.951,39106.977
2018-10-19T17:00:00,596.306,57.502,65.861,39611.532
2018-10-19T18:00:00,588.609,59.605,67.122,39618.036
2018-10-19T19:00:00,583.714,59.667,67.78,39526.106
2018-10-19T20:00:00,604.445,57.582,66.141,39785.998
2018-10-19T21:00:00,608.665,56.036,60.984,39268.238
2018-10-19T22:00:00,604.7,53.656,58.011,37563.089
2018-10-19T23:00:00,594.904,51.247,56.27,35639.946
2018-10-20T00:00:00,584.206,48.59,53.334,33733.835
2018-10-20T01:00:00,579.702,47.709,52.005,33310.041
2018-10-20T02:00:00,571.215,47.142,52.455,32851.337
2018-10-20T03:00:00,562.338,46.503,53.11,32438.113
2018-10-20T04:00:00,553.94,46.416,54.512,32304.81
2018-10-20T05:00:00,556.098,46.276,53.971,32385.396
2018-10-20T06:00:00,560.54,48.067,53.567,33504.143
2018-10-20T07:00:00,560.529,49.201,56.503,34252.503
2018-10-20T08:00:00,545.162,49.166,58.795,34095.709
